,ticker,title,summary,source,source_domain,time_published,overall_sentiment_score,overall_sentiment_label
233,NVDA,NVIDIA Corporation $NVDA Shares Acquired by Avanza Fonder AB,"Avanza Fonder AB increased its stake in NVIDIA Corporation by 8.8% to 2,358,202 shares, now representing 11.5% of its portfolio and making it the largest holding. This comes as NVIDIA reported strong earnings, beating expectations with impressive revenue growth and net margins. However, insiders sold approximately 1.94 million shares during the quarter, and while analysts largely maintain a ""Buy"" rating, concerns about margin sustainability and competition persist despite positive AI-driven demand.",MarketBeat,MarketBeat,2026-01-04 09:08:29,0.297312,Somewhat-Bullish
234,NVDA,Intel Corporation $INTC Shares Sold by Ariose Capital Management Ltd,"Ariose Capital Management Ltd significantly reduced its stake in Intel Corporation ($INTC) by 67.0% in the third quarter, selling 64,900 shares and retaining 31,900 shares valued at approximately $1.07 million. Analyst sentiment for Intel is mixed, with an average ""Reduce"" rating and a target of $34.84, despite some price target increases. Recent catalysts like Nvidia's reported stake and Intel's CES product launches have boosted sentiment, but concerns over foundry deals and margin pressures present ongoing risks.",MarketBeat,MarketBeat,2026-01-04 09:08:18,0.075102,Neutral
235,NVDA,The Truth About Marvell Technology Inc: Is MRVL the Next AI Stock Rocket or Just Hype?,"This article examines Marvell Technology Inc. (MRVL), evaluating whether its focus on AI infrastructure and custom chips makes it a sound investment or if the stock is overhyped. It discusses Marvell's position against competitors like Nvidia, highlighting its role in data centers and high-speed networking for AI. The piece concludes that while MRVL offers significant potential if the AI boom continues, its current valuation means future growth is largely priced in, leading to high volatility.",AD HOC NEWS,AD HOC NEWS,2026-01-04 07:42:20,0.203908,Somewhat-Bullish
236,NVDA,"Nokia Corporation (NYSE:NOK) Receives Consensus Rating of ""Moderate Buy"" from Analysts","Nokia Corporation (NYSE:NOK) has been assigned a consensus ""Moderate Buy"" rating by twelve research firms, with an average 12-month target price of $6.0957. The company recently reported strong quarterly earnings, beating analyst estimates with $0.07 EPS and $5.61 billion in revenue, an 11.6% year-over-year increase. Institutional investors have also been actively adjusting their holdings in Nokia, with several firms significantly increasing their stakes.",MarketBeat,MarketBeat,2026-01-04 07:09:48,0.397854,Bullish
237,NVDA,"Should You Buy the iShares S&P 500 ETF Before 2026, Even With the Stock Market at an All-Time High?","The article discusses whether investors should buy the iShares Core S&P 500 ETF before 2026, considering the S&P 500 is at an all-time high. It highlights the diversification of the S&P 500, its historical average annual return of 10.5%, and the low expense ratio of the ETF. The author concludes that despite market volatility, history suggests staying the course with a long-term investment horizon, even if the index is currently expensive.",The Globe and Mail,The Globe and Mail,2026-01-04 06:57:20,0.327374,Somewhat-Bullish
238,NVDA,NVIDIA turns to Aeva 4D LiDAR for its next wave of self-driving cars,"Aeva's Frequency Modulated Continuous Wave (FMCW) 4D LiDAR technology has been chosen for integration into the NVIDIA DRIVE Hyperion autonomous vehicle reference platform. This collaboration positions Aeva as a key LiDAR sensor supplier for global passenger and commercial vehicle OEMs using NVIDIA's autonomous vehicle architecture, with production programs targeted for 2028. The 4D LiDAR enhances detection and tracking for Level 3 and Level 4 automated driving by providing both 3D sensing and instant velocity measurements.",Stock Titan,Stock Titan,2026-01-04 01:57:49,0.257149,Somewhat-Bullish
239,NVDA,"290,045 Shares in Fidelity MSCI Health Care Index ETF $FHLC Acquired by Altfest L J & Co. Inc.","Altfest L J & Co. Inc. has acquired a significant new stake of 290,045 shares, valued at approximately $19.395 million, in the Fidelity MSCI Health Care Index ETF (NYSEARCA:FHLC) during the third quarter. This investment constitutes about 2.2% of Altfest L J & Co. Inc.'s portfolio, making FHLC its ninth largest holding. The article also notes that several other hedge funds have recently modified their positions in FHLC, and the ETF is currently trading up by 0.4%.",Defense World,Defense World,2026-01-04 00:10:41,0.073303,Neutral
240,NVDA,Sandisk stock jumps nearly 16% as board addition caps strong start to 2026,"Sandisk shares jumped 15.95% to $275.24, marking their best day this year, driven by a rebound in chip-linked stocks and the appointment of Alexander R. Bradley to its board. The flash-storage maker, spun off from Western Digital, finished 2025 up 559% from its debut price. Investors are now awaiting the company's fiscal second-quarter results on January 29 and upcoming economic data for further market catalysts.",ts2.tech,ts2.tech,2026-01-04 00:09:06,0.332495,Somewhat-Bullish
241,NVDA,Credo stock slips as chip ETFs jump; Form 144 filing draws focus,"Credo Technology shares closed down 0.5% on Friday, January 3, 2026, despite a strong rally in semiconductor ETFs, primarily due to a Form 144 filing that can precede insider stock sales. This underperformance is significant given Credo's role in high-speed data-center connectivity and AI computing clusters, making traders sensitive to any signals of insider selling. Investors are now watching for potential follow-through selling pressure and the U.S. payrolls report next week.",ts2.tech,ts2.tech,2026-01-03 23:09:45,-0.091388,Neutral
242,NVDA,"The Best Artificial Intelligence ETF to Invest $2,000 in Right Now","Investing in artificial intelligence (AI) can be challenging due to the large number of companies and difficulty in identifying long-term winners. The Global X Artificial Intelligence & Technology ETF (AIQ) offers a diversified and balanced approach to investing in the AI sector. Its unique weighting methodology, which limits the percentage of any single company based on its AI exposure, helps mitigate risks associated with over-concentration and volatile stock movements.",Nasdaq,Nasdaq,2026-01-03 20:27:29,0.265302,Somewhat-Bullish
243,NVDA,Key facts: Nvidia signs $20B deal with Groq; stock rises on AI demand,"Nvidia has secured a $20 billion licensing deal with Groq for access to its inference processing units, strengthening Nvidia's focus on AI workloads. This deal and strong demand for data center hardware, with orders extending into 2027, contributed to an upward movement in Nvidia's stock. Investor enthusiasm for AI-related stocks has significantly boosted the company's market gains.",TradingView — Track All Markets,TradingView — Track All Markets,2026-01-03 20:07:51,0.295991,Somewhat-Bullish
244,NVDA,Aveanna healthcare CCO Cunningham sells $292k in AVAH stock,"Patrick A. Cunningham, Chief Compliance Officer of Aveanna Healthcare Holdings, Inc. (NASDAQ:AVAH), sold 36,015 shares for approximately $292,488 across three transactions between December 30, 2025, and January 2, 2026. The sales occurred after Aveanna's shares surged 73% over the past year, though the company recently reported Q3 2025 earnings exceeding analyst expectations. Analysts have set price targets between $9 and $13 for the stock, with various firms maintaining or upgrading ratings.",Investing.com,Investing.com,2026-01-03 19:08:50,0.080177,Neutral
245,NVDA,The Truth About Edison International: Is This Power Stock the Next Quiet Flex in Your Portfolio?,"This article explores Edison International (EIX) as a potentially stable, long-term investment often overlooked in favor of meme stocks. It highlights the company's role in powering Southern California, its dividend payouts, and its position to benefit from the energy transition. While not a high-growth stock, Edison International is presented as a solid choice for investors seeking steady returns and stability.",AD HOC NEWS,AD HOC NEWS,2026-01-03 17:07:48,0.13983,Neutral
246,NVDA,The Best 3 Tech ETFs to Buy Now to Capture the AI Wave,"This article identifies three top tech ETFs for investors looking to capitalize on the artificial intelligence (AI) wave. It recommends the iShares Future AI and Tech ETF for targeted AI exposure, the Invesco Semiconductors ETF for its focus on the foundational technology of AI, and the Vanguard Information Technology ETF for a more diversified approach with less volatility. The piece highlights that while AI offers significant growth potential, ETFs can help mitigate the risks associated with individual stock picking in this volatile sector.",The Globe and Mail,The Globe and Mail,2026-01-03 16:09:34,0.359392,Bullish
247,NVDA,KLA Corporation: The Silent Superpower Behind the AI Chip Boom,"KLA Corporation is a critical, often unseen, force in semiconductor manufacturing, providing essential inspection and metrology systems that ensure the economic viability and performance of advanced chips, especially those driving AI. The company's comprehensive suite of tools and software is indispensable for managing yield, defects, and process control in an age of increasingly complex chip architectures and smaller geometries. This strategic importance, coupled with its expanding role in advanced packaging, positions KLA as a key enabler of technological progress and a financially robust entity in the semiconductor capital equipment market.",AD HOC NEWS,AD HOC NEWS,2026-01-03 16:08:07,0.557681,Bullish
248,NVDA,Super Micro Computer stock jumps after $2B JPMorgan credit line filing — what SMCI watchers look for next,"Super Micro Computer (SMCI) shares rose 5.8% after the company disclosed a new $2.0 billion revolving credit facility led by JPMorgan, aimed at supporting its working-capital intensive business of building and shipping AI and cloud servers. This financing is crucial as SMCI navigates the demanding landscape of AI infrastructure buildouts. Investors are now focused on how the company plans to utilize this facility, the leverage covenants, and the upcoming quarterly earnings report for the period ended Dec. 31.",ts2.tech,ts2.tech,2026-01-03 16:07:00,0.270031,Somewhat-Bullish
249,NVDA,AMD stock jumps 4% to start 2026 as chip rally returns — CES keynote now the next test,"AMD shares rose 4.35% on the first trading day of 2026, leading a broad rally in semiconductor stocks. Investors are now focused on CEO Lisa Su's upcoming CES keynote for updates on AMD's AI vision, as well as the upcoming U.S. jobs report and the stock's technical performance. The company's ability to translate AI demand into revenue and margins, particularly in its data-center segment, remains a key concern for Wall Street.",ts2.tech,ts2.tech,2026-01-03 15:27:52,0.262755,Somewhat-Bullish
250,AAPL,HLAL ETF Holdings List — NASDAQ:HLAL,"The article provides a detailed list of the top holdings for the Wahed FTSE USA Shariah ETF (HLAL) as of February 26, 2026. It includes company names, stock symbols, weight percentages, share counts, and market values for each holding. Key holdings include Apple Inc., Microsoft Corporation, and Alphabet Inc. (Class A and C).",TradingView,TradingView,2025-03-31 19:53:10,0.108949,Neutral
251,AAPL,VGT ETF Holdings List — AMEX:VGT,"This article provides a detailed list of the top holdings within the Vanguard Information Technology ETF (VGT) as of February 27, 2026. Key holdings include NVIDIA, Apple Inc., and Microsoft Corporation, along with their respective weight percentages, shares, and market values. The data offers insights into the fund's composition and its major technology company investments.",TradingView,TradingView,2025-03-31 12:38:38,0.145375,Neutral
252,AAPL,XLK ETF Holdings List — AMEX:XLK,"This article lists the top holdings of the State Street Technology Select Sector SPDR ETF (XLK) as of February 25, 2026. Key holdings include NVIDIA, Apple, Microsoft, Broadcom, and Micron Technology, detailing their weight percentage, number of shares, and market value within the ETF.",TradingView,TradingView,2025-03-31 09:52:18,0.037572,Neutral
253,AAPL,VUG ETF Holdings List — AMEX:VUG,"This article provides a list of the Vanguard Growth ETF (VUG) holdings as of February 27, 2026. Key holdings include NVIDIA, Apple, Microsoft, Alphabet (Class A and C), Meta Platforms, Amazon, Broadcom, Tesla, and Eli Lilly and Company. The content details the weight percentage, number of shares, and market value for each of these top companies within the ETF.",TradingView,TradingView,2025-03-31 00:10:15,0.126372,Neutral
254,AAPL,The Annoying Bug Making Apple Users Very Angry,"Apple users are frustrated with a persistent and unclosable notification bug related to the ""Reactions"" feature in macOS. The notification informs users that Reactions have been turned off by their browser, but its ""x"" button is non-functional, leaving the annoying message on screen. This issue highlights Apple's oversight in implementing a minor feature notification without a proper dismiss function, causing significant irritation among its user base.",Inc.com,Inc.com,2025-03-29 02:30:53,-0.325358,Somewhat-Bearish
255,AAPL,ADX: Tech Tilt Exposure With Telling Income And Limited Price Volatility (NYSE:ADX),"The Adams Diversified Equity Fund (ADX) offers investors exposure to large-cap and tech stocks with an 8% of NAV annual distribution yield, blending capital appreciation with consistent income. Its diversified portfolio includes major tech holdings like Apple, Microsoft, and NVIDIA, alongside other sectors. Despite consistently trading at a discount-to-NAV, ADX demonstrates a superior 10-year Sharpe Ratio and lower volatility compared to SPY, making it an attractive option for tech and income-focused investors.",Seeking Alpha,Seeking Alpha,2025-03-26 02:31:35,0.432691,Bullish
256,AAPL,Digging into Berkshire Hathaway’s portfolio,"This article analyzes Berkshire Hathaway's equity portfolio using Morningstar's Global Risk Model, uncovering its concentrated and evolving nature. Despite Buffett's historical aversion to tech, the portfolio is now notably technology-focused, primarily due to its significant Apple holding. The analysis highlights how Berkshire's investment strategy, though idiosyncratic, shows unique characteristics in liquidity, momentum, moat, value-growth, and volatility compared to the S&P 500.",Morningstar Australia,Morningstar Australia,2025-03-23 15:09:01,0.112288,Neutral
257,AAPL,NetEase Games,"NetEase Games announced that the mobile version of Once Human is launching on April 23, 2025, with over 30 million pre-registrations. A pre-registration event offers in-game items and a chance to win an iPhone 16 Pro Max. Additionally, new features like Non-Shutdown Servers and Cross-Character Sharing are being introduced for PC players, alongside a new PvE scenario, Lunar Oracle Phase Three, which launched on March 13.",NetEase Games,NetEase Games,2025-03-21 03:35:40,0.329659,Somewhat-Bullish
258,AAPL,4 tech giants look cheap ahead of earnings,"Ahead of their earnings reports, four major tech companies—Apple, Amazon, Facebook, and Microsoft—are considered undervalued. Analysts see Apple as undervalued despite recent revenue guidance adjustments, Amazon as continuing its impressive growth, Microsoft showing broad-based strength, and Facebook maintaining its competitive advantages in digital advertising despite recent controversies.",Morningstar Australia,Morningstar Australia,2025-03-20 10:57:45,0.309393,Somewhat-Bullish
259,AAPL,"Apple loses German antitrust fight, faces greater scrutiny","Apple lost its challenge in Germany's top civil court against its classification as a significant market power, a designation that grants antitrust regulators more authority to scrutinize its business practices. The Federal Court of Justice upheld the German cartel office's 2023 ruling, placing Apple alongside Google (Alphabet) and Meta as tech giants subject to measures curbing dominance. This decision strengthens the German antitrust watchdog's position, especially concerning Apple's App Store and tracking regulations, though the EU's Digital Markets Act remains the primary standard for Big Tech.",Reuters,Reuters,2025-03-18 15:58:00,-0.170402,Somewhat-Bearish
260,AAPL,NEOS Nasdaq-100 Hedged Equity Income ETF Review and Aggregate Rating (QQQH),"The NEOS Nasdaq-100 Hedged Equity Income ETF (QQQH) has an aggregate rating of ""Moderate Buy"" based on analysis of its holdings. MarketBeat calculates this rating and a price target by considering Wall Street analyst ratings for the individual stocks within the ETF's portfolio. The aggregate price target for QQQH is $53.32, with its top holdings including NVIDIA, Apple, Microsoft, and Amazon.com.",MarketBeat,MarketBeat,2025-03-16 03:52:41,0.304955,Somewhat-Bullish
261,AMZN,YMAG ETF Holdings List — AMEX:YMAG,"This article provides a detailed list of the holdings for the YMAG (YieldMax Magnificent 7 Fund of Option Income ETFs) ETF as of February 27, 2026. The fund primarily invests in option income strategy ETFs for major tech companies like Amazon, Microsoft, Meta, Tesla, Google, Apple, and Nvidia, alongside small allocations to U.S. Dollar reserves and a Government Obligations Fund. Each holding's weight, share count, and market value are presented.",TradingView,TradingView,2025-03-31 11:53:14,0.147334,Neutral
262,AMZN,"The 12 Best Pellet Grills, According To Reviews","This article reviews the 12 best pellet grills on the market, categorized by features such as portability, budget-friendliness, and suitability for beginners or pros. It highlights key features, pros, and cons of each model, helping consumers choose the right pellet grill for their needs. The selection is based on comprehensive reviews from various trusted retail sites.",Chowhound,Chowhound,2025-03-30 02:49:39,0.256877,Somewhat-Bullish
263,AMZN,"Amazon Smile SALE: New Life FINAL"" Underway! AI Gadgets Like Voice Recorder ""PLAUD"" and Smartwatch ""Amazfit"" Also on Sale","Amazon is holding its ""Smile SALE: New Life FINAL"" until April 1, 2025, offering discounts on over a million items including AI gadgets. Featured products include the PLAUD NOTE voice recorder with AI transcription, various Amazfit smartwatches (Active 2, Balance with GPT-4o, and T-Rex 3), Dangbei projectors (Atom and DBOX02), and 1MORE audio products (SonoFlow Pro HQ51 headphones and Open Earbuds S51). The sale aims to support individuals starting new phases in life with useful tech for business, study, and leisure, and also includes a point-up campaign.",Saiga NAK,Saiga NAK,2025-03-28 03:57:00,0.260995,Somewhat-Bullish
264,AMZN,Amazon Autos wants to sell used cars—here’s what it can’t screw up,"Amazon Autos is planning to expand its platform to include used car sales, building on its existing partnership with Hyundai for new car sales. The article highlights three critical non-negotiables for Amazon to succeed in this venture while aligning customer experience with dealer profitability: preserving dealer F&I profits, reinforcing the value of used car listings beyond just price, and minimizing dealer exposure to return policies. The success hinges on Amazon understanding and supporting the complex mechanics that make used car retailing profitable for dealerships.",Car Dealership Guy News,Car Dealership Guy News,2025-03-27 03:44:36,0.20733,Somewhat-Bullish
265,AMZN,Can Nuclear Energy Help Big Tech Meet Data Center Needs?,"The growing electricity demands of data centers, particularly due to AI, are leading Big Tech companies to consider nuclear energy, including small modular reactors (SMRs). While wind and solar are carbon-free, they don't provide the consistent power required, and natural gas, though quick and cheap, has carbon emissions. However, SMRs are expensive and take a long time to come online, posing challenges for utilities trying to meet this new demand while managing costs and timelines.",Morningstar,Morningstar,2025-03-26 03:06:46,0.242641,Somewhat-Bullish
266,AMZN,Commanders' owner Josh Harris makes another impressive hire,"The Washington Commanders, under owner Josh Harris, have hired Andy VanHorn, a principal developer of Amazon's second headquarters, to lead the team's new stadium project. VanHorn, formerly of JBG Smith Properties, brings extensive experience in mixed-use development, including significant projects like Amazon HQ2 and Virginia Tech's innovation campus. This move highlights Harris's strategic approach to the franchise's real estate needs, contrasting with the previous ownership's handling of the stadium search.",Commanders Wire,Commanders Wire,2025-03-25 06:10:00,0.154505,Somewhat-Bullish
267,AMZN,"Amazon, Tesla and 18 other US companies that bagged maximum H-1B visas in 2024","Amazon and Tesla, along with numerous other US companies, were among the top recipients of H-1B visa approvals in 2025, according to USCIS data. Amazon led with 9,265 approvals, followed by Cognizant and Google, while Indian IT giants like Infosys and TCS also secured a significant number of visas. These companies rely heavily on skilled foreign workers for specialized roles in technology, engineering, research, and development.",The Times of India,The Times of India,2025-03-25 02:50:43,0.139519,Neutral
268,AMZN,"Amazon.com, Inc. (AMZN) Among the 10 Goldman Sachs Tech Stocks to Buy","Amazon.com, Inc. (AMZN) is listed among Goldman Sachs' top 10 tech stocks to buy, despite recent market volatility affecting the tech sector. The company reported strong financial results for 2024, with net sales growing 11% year-over-year, and plans significant capital expenditures in AI and AWS for 2025. Analysts maintain a bullish outlook on AMZN, with a consensus price target suggesting substantial upside potential.",Yahoo Finance,Yahoo Finance,2025-03-25 02:33:18,0.377384,Bullish
269,AMZN,Equities in 2025: Embracing a Broader Landscape,"Goldman Sachs Asset Management foresees a broadening landscape of equity market opportunities for active investors in 2025, moving beyond the dominance of US mega-cap tech. The report highlights potential in small-cap companies, developed markets like Japan and Europe, and emerging markets such as India and specific sectors in China. Investors are encouraged to pursue diversified, active strategies and explore long-term themes like reshoring and increased energy demand.",Goldman Sachs Asset Management,Goldman Sachs Asset Management,2025-03-24 12:00:00,0.018898,Neutral
270,AMZN,The 10 best global wide-moat stocks of 2020,"This article reviews the top 10 best-performing global wide-moat stocks of 2020, all of which returned over 50%. While none are currently screaming buys, four are fairly valued and make good watchlist candidates. The article provides a brief overview of Veeva Systems, Taiwan Semiconductor Manufacturing, Amazon.com, and Tencent Holdings, highlighting their competitive advantages and future growth prospects according to Morningstar analysts.",Morningstar Australia,Morningstar Australia,2025-03-21 12:09:31,0.464096,Bullish
271,AMZN,How AWS opened the floodgates for modern day cloud computing,"In 2006, Amazon Web Services (AWS) launched its first service, Amazon S3, pioneering the concept of scalable, cost-effective data storage and effectively creating the cloud computing industry before the term even existed. Initially met with some skepticism, AWS rapidly grew, introducing services like EC2, and distinguishing itself through a first-mover advantage, a ""customer-obsession"" approach, and consistent price reductions. Today, AWS maintains market leadership but faces new challenges in the AI race, where competitors like Microsoft and Google have made significant investments, prompting AWS to focus on long-term AI innovation and in-house chip development.",IT Brew,IT Brew,2025-03-21 03:44:17,0.368874,Bullish
272,AMZN,MSCI World ETFs too volatile for you? Three investment alternatives,"This article explores alternatives to MSCI World ETFs for investors concerned about their volatility or heavy US stock concentration. It highlights three specific ETF options: MSCI World ex USA, MSCI World Equal Weighted, and MSCI USA ex Mega Cap Select, detailing their compositions and past performance. The piece also advises investors on maintaining a calm approach during market fluctuations, recommending against impulsive selling or excessive buying.",Yahoo Finance,Yahoo Finance,2025-03-20 03:33:29,-0.104377,Neutral
273,MSFT,PIC makes investment decisions twice as fast using Microsoft 365 Copilot,"Public Investment Corporation (PIC), Africa’s largest asset management firm, significantly accelerated its investment decision-making process by integrating Microsoft 365 Copilot. This adoption has reduced the time for investment approvals from 12 to six months and drastically cut down the time spent on tasks like creating presentations and surveys. PIC achieved this through a structured change management strategy and is now looking to expand Copilot's use further across its organization.",Microsoft,Microsoft,2025-04-01 00:00:00,0.401329,Bullish
274,MSFT,UDOW ETF Holdings List — AMEX:UDOW,"This article provides a list of the UDOW ETF's holdings, also known as ProShares UltraPro Dow30. The holdings data is presented as of March 4, 2026, including the weight percentage, number of shares, and market value for each asset. Key holdings include ProShares GENIUS Money Market ETF, U.S. Dollar, Goldman Sachs Group, Inc., and various other prominent companies and treasury bills.",TradingView,TradingView,2025-03-31 10:51:42,0.029163,Neutral
275,MSFT,CXApp Inc. (Nasdaq:CXAI) Announces the Appointment of Terry Blanchard as Senior Vice President of Engineering,"CXApp Inc. (Nasdaq:CXAI) has announced the appointment of Terry Blanchard as Senior Vice President of Engineering. Blanchard, with over 30 years of engineering leadership experience from companies like Apple, WhatsApp, and NVIDIA, will lead CXAI's global engineering organization and drive the development of next-generation AI technologies for workplace experiences. This strategic hire aims to accelerate CXAI's product roadmap and technical strategy, focusing on creating advanced Agentic AI solutions.",ABC4 Utah,ABC4 Utah,2025-03-31 04:12:42,0.323501,Somewhat-Bullish
276,MSFT,"We Energies proposes new rates for Microsoft, other data centers","We Energies is seeking approval for new electricity rates for Microsoft and other data centers in southeastern Wisconsin, which include a ""Very Large Customer Tariff"" and a ""Bespoke Resources Tariff."" These tariffs aim to provide data centers with efficient power while ensuring existing customers are not burdened with the costs of increased demand. The proposal ensures that large customers will pay for their own consumption and the infrastructure built to serve them, thereby protecting other residential and business customers.",BizTimes - Milwaukee Business News,BizTimes - Milwaukee Business News,2025-03-31 03:54:56,0.221622,Somewhat-Bullish
277,MSFT,"JLL transforms real estate with Azure AI Services, delivering a year’s worth of insights in a week","JLL has partnered with Microsoft and Databricks to use Azure AI Services, enabling it to transform real estate with data-driven insights. By implementing solutions like JLL Azara, the company helps clients to aggregate diverse data, cut costs, and make informed decisions, delivering a year's worth of insights in one week. This collaboration empowers commercial real estate clients with accessible, actionable intelligence, improving workplace performance and sustainability.",Microsoft,Microsoft,2025-03-31 03:12:31,0.245877,Somewhat-Bullish
278,MSFT,SC Ventures & INSEAD: Introducing personalized corporate training with Azure OpenAI Service,"SC Ventures, in collaboration with INSEAD, developed Project Eduverse, an AI-driven platform leveraging Azure OpenAI Service to provide tailored corporate training. This platform addresses the challenges of upskilling an evolving workforce by offering secure, simulated learning experiences for critical conversations and skill refinement. Project Eduverse has been used in over 50 use cases, enhancing workforce readiness across various industries and functions.",Microsoft,Microsoft,2025-03-28 03:33:32,0.448999,Bullish
279,MSFT,"""Toshiba Revitalization Plan"": Microsoft 365 Copilot deployed to 10,000 Employees","Toshiba Corporation has deployed Microsoft 365 Copilot to 10,000 employees as part of its ""Toshiba Revitalization Plan"" to boost productivity and creativity. The initiative aims to transform business processes and increase profit potential, with trials showing a reduction of 5.6 hours of work time per person per month. Toshiba is also developing a ""use case catalog"" and automatic recommendations based on Microsoft 365 and Viva Insights logs to maximize Copilot's adoption and effectiveness across various departments.",Microsoft,Microsoft,2025-03-28 03:33:31,0.417362,Bullish
280,MSFT,"CoreWeave prices IPO lower than expected, and its stock still sags on its debut before recovering","CoreWeave Inc.'s stock experienced a volatile debut, initially falling over 5% despite pricing its IPO lower than anticipated at $40, but later recovered to close 2.5% above its initial trade price. The cloud computing infrastructure company, which raised $1.5 billion, faced investor concerns regarding its reliance on two major customers, significant debt, and the capital-intensive nature of its business model. Despite attracting Nvidia as a major backer, many investors questioned CoreWeave's long-term sustainability and the broader macroeconomic climate's impact on IPO appetite.",SiliconANGLE,SiliconANGLE,2025-03-27 02:50:24,-0.131777,Neutral
281,MSFT,Accelerating Japan's growth with AI - Microsoft Stories Asia,"Microsoft is making a significant $2.9 billion investment in Japan to expand its cloud infrastructure and boost AI capabilities by 2025, including the introduction of Azure High Performance Computing with NVIDIA GPUs. This initiative aims to accelerate Japan's AI transformation across various industries, enhance cybersecurity, and equip millions with AI skills through new programs like ""CyberSmart AI"" and partnerships with academic institutions. The investment underscores Microsoft's commitment to supporting Japan's economic growth and innovation in the AI era.",Microsoft Source,Microsoft Source,2025-03-27 00:00:00,0.36746,Bullish
282,MSFT,"Microsoft named a Leader in The Forrester Wave™: Customer Relationship Management, Q1 2025","Microsoft has been recognized as a Leader in The Forrester Wave™: Customer Relationship Management, Q1 2025, for its Dynamics 365 platform. The platform is lauded for its unified approach to sales, marketing, and service, driven by generative AI advancements like Copilot and AI agents. This recognition highlights Microsoft's commitment to providing an integrated, secure, and responsible AI-powered CRM solution that helps organizations meet evolving customer expectations and improve operational efficiency.",Microsoft,Microsoft,2025-03-26 03:04:19,0.162742,Somewhat-Bullish
283,MSFT,"Microsoft Expands AI Collaboration with Korea, Empowering Innovation and Growth Across Key Industries","Microsoft is significantly expanding its AI collaboration with Korea, showcasing key industry innovations and accelerating AI transformation. The company unveiled new deep reasoning agents for Microsoft 365 Copilot, making their global debut in Korea, and reaffirmed its commitment to fostering innovation through partnerships with major Korean companies like KT Corporation, LG Electronics, and Hanwha QCells. Microsoft also emphasized responsible AI principles and launched an AI Skills Initiative to enhance AI literacy across various sectors in Korea.",Microsoft Source,Microsoft Source,2025-03-26 00:00:00,0.265612,Somewhat-Bullish
284,MSFT,What a study at consumer giant P&G says about AI's potential impact on teamwork,"A new study conducted at Procter & Gamble reveals that AI significantly enhances both individual and team performance, particularly in brainstorming new product ideas. While AI-assisted individuals outperformed unassisted human teams, AI-assisted teams generated a higher number of ""exceptional"" ideas. The study suggests that AI should be viewed as a complement to human labor, fostering collaboration and encouraging more holistic problem-solving rather than merely a tool for automation and headcount reduction.",Fortune,Fortune,2025-03-25 13:21:00,0.251578,Somewhat-Bullish
285,MSFT,News | Developer plans thousands of apartments near Microsoft’s Redmond headquarters,"AvalonBay Communities has filed plans to develop 2,000 to 2,500 new multifamily units near Microsoft’s Redmond headquarters in Seattle. The project, named Avalon Redmond Tech Station, is located next to a newly opened light-rail station and aims to create a dense, walkable, urban community. This development is in response to Microsoft's consolidation of operations in Redmond and the anticipated strong demand for housing in the area.",CoStar,CoStar,2025-03-25 11:19:00,0.306522,Somewhat-Bullish
286,GOOGL,"A few minutes with Jeff Bush, GM executive director of digital vehicle experience","Jeff Bush, GM's executive director of digital vehicle experience, shares insights from his career journey from Silicon Valley startups like Apple and Google to the automotive world. He discusses GM's commitment to electrification, his vision for over-the-air updates improving user experience, and the company's efforts to modernize its software and hardware stack. Bush emphasizes that GM offers engineers exciting challenges in shaping the future of mobility through safe, reliable, and enjoyable products.",General Motors,General Motors,2025-03-31 03:06:30,0.233872,Somewhat-Bullish
287,GOOGL,Google defeats part of US shareholder class action over digital ads,"A federal judge in San Francisco dismissed part of a shareholder class-action lawsuit against Alphabet's Google. The lawsuit accused Google of misleading investors about its digital advertising practices and user privacy. While the judge ruled that claims based on website statements lacked adequate support, she allowed a claim concerning a 2020 statement by CEO Sundar Pichai to Congress to proceed.",Reuters,Reuters,2025-03-25 09:47:00,0.202565,Somewhat-Bullish
288,GOOGL,"Cloud GIS Market Set for Strong Growth Outlook: Esri, Google, Pitney Bowes","The Cloud GIS market is projected to grow at a CAGR of 14.4% from 2025 to 2031, driven by increasing adoption of cloud computing, integration with AI and IoT, and growth in smart city initiatives. Key players in this market include Esri, Google, Hexagon AB, Autodesk, Trimble Inc., and Pitney Bowes. The market study highlights trends, drivers, and opportunities, emphasizing the shift towards scalable, on-demand geospatial solutions.",openPR.com,openPR.com,2025-03-25 06:02:00,0.284776,Somewhat-Bullish
289,GOOGL,Google’s landlord lists tech firm’s Venice campus for sale,"Net Lease Office Properties, a spin-off of W.P. Carey, is listing Google's Venice campus, known as the Binoculars Building, for sale through CBRE. The 78,578-square-foot property's triple-net-lease with Google is up for renewal in October 2030. This sale comes after W.P. Carey's 2023 decision to spin off 59 office properties, and follows Google's reversal on its L.A. office expansion last year.",The Real Deal,The Real Deal,2025-03-25 03:55:22,0.054261,Neutral
