title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
Arm in focus as Susquehanna ups price target ahead of earnings (ARM:NASDAQ),https://seekingalpha.com/news/4575687-arm-in-focus-as-susquehanna-ups-price-target-ahead-of-earnings,2026-04-16 13:09:02,['Chris Ciaccia'],"Susquehanna has increased its price target for Arm Holdings (ARM) ahead of the British semiconductor firm's fourth-quarter earnings report, scheduled for May 6. Arm shares were largely unchanged in premarket trading following the news.",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1210930611/image_1210930611.jpg?io=getty-c-w630,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'earnings', 'relevance_score': '0.939932'}, {'topic': 'financial_markets', 'relevance_score': '0.819069'}, {'topic': 'technology', 'relevance_score': '0.729936'}]",0.24282,Somewhat-Bullish,"[{'ticker': 'ARM', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.429766', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.627615', 'ticker_sentiment_score': '0.113485', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.618471', 'ticker_sentiment_score': '0.116626', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Some AI startups say they train AI in half the time on DigitalOcean,https://www.stocktitan.net/news/DOCN/ai-native-startups-are-leaving-hyperscalers-for-digital-ocean-s-wbwcsg70ai8p.html,2026-04-16 13:09:00,[],"DigitalOcean announced that AI-native startups are choosing their Agentic Inference Cloud for production AI workloads, reporting 50% faster training cycles and 40% lower latency. Companies like ACE Studio, Probably AI, and Specra.AI benefit from DigitalOcean's unified stack, transparent pricing, and integrated cloud services, leading to cost savings, reduced complexity, and faster innovation compared to traditional hyperscale cloud providers. DigitalOcean plans to host a conference in San Francisco on April 28th to showcase how next-generation AI startups are building and innovating on their platform.",,Stock Titan,General,Stock Titan,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.745619'}]",0.273799,Somewhat-Bullish,"[{'ticker': 'DOCN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.411084', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMD', 'relevance_score': '0.747113', 'ticker_sentiment_score': '0.326753', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.604599', 'ticker_sentiment_score': '0.218698', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.612437', 'ticker_sentiment_score': '0.133737', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Jim Cramer Reveals What Amazon’s (AMZN) Closely Held Secret Is,https://www.insidermonkey.com/blog/jim-cramer-reveals-what-amazons-amzn-closely-held-secret-is-1739571/,2026-04-16 12:49:00,['Ramish Cheema'],"Jim Cramer highlighted Amazon's (NASDAQ:AMZN) unique position among retailers, noting that its internal retail performance data is a closely guarded secret. Despite concerns about a weak retail sector, Cramer groups Amazon with Walmart and Costco as top retailers, emphasizing Amazon's opacity regarding its sales figures. Evergreen ISI also reiterated an Outperform rating for AMZN, citing its strong AI contributions through AWS and its custom chip business, alongside continued e-commerce momentum.",https://d2w7kw43nye0pi.cloudfront.net/6XPjKcxIzU4mviLlwNeEGWnKNL3Hcxlpo3ze_zh24hQ/resize:fit:480:320:0/plain/https://imonkeyblog.s3.us-east-1.amazonaws.com/blog/wp-content/uploads/2017/01/20014104/56055173_ml.jpg,Insider Monkey,General,Insider Monkey,"[{'topic': 'financial_markets', 'relevance_score': '0.918949'}, {'topic': 'technology', 'relevance_score': '0.804879'}, {'topic': 'retail_wholesale', 'relevance_score': '0.737492'}, {'topic': 'earnings', 'relevance_score': '0.629755'}]",0.19011,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.300808', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.627130', 'ticker_sentiment_score': '0.133609', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.601320', 'ticker_sentiment_score': '0.126670', 'ticker_sentiment_label': 'Neutral'}]",AMZN
RBC (RBMCF) offers AMZN‑linked callable notes with 7.00% coupon,https://www.stocktitan.net/sec-filings/RBMCF/424b2-royal-bank-of-canada-prospectus-supplement-640e7158ea37.html,2026-04-16 12:38:46,[],"Royal Bank of Canada is offering $7.289 million in Auto-Callable Contingent Coupon Buffer Notes linked to Amazon.com, Inc. common stock. These notes have a 7.00% annual contingent monthly coupon, are auto-callable if Amazon's stock price reaches or exceeds its initial level of $249.02, and come with a 25% downside buffer on the principal. Investors face credit risk from RBC and may lose a substantial portion of their principal if Amazon's stock falls below the buffer at maturity.",https://www.sec.gov/Archives/edgar/data/0001000275/000095010326005782/image_001.jpg,Stock Titan,General,Stock Titan,"[{'topic': 'finance', 'relevance_score': '0.923023'}, {'topic': 'financial_markets', 'relevance_score': '0.731546'}]",0.086855,Neutral,"[{'ticker': 'RY', 'relevance_score': '0.301066', 'ticker_sentiment_score': '0.025229', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.940238', 'ticker_sentiment_score': '0.195302', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Nations Financial Group Inc. IA ADV Boosts Boeing Stake by 270%,https://nationaltoday.com/us/wa/seattle/news/2026/04/16/nations-financial-group-inc-ia-adv-boosts-boeing-stake-by-270/,2026-04-16 12:38:08,[],"Nations Financial Group Inc. IA ADV significantly increased its stake in The Boeing Company by 270.8% during the fourth quarter of 2025, now owning 33,705 shares valued at $7.3 million. This substantial investment signals the firm's strong confidence in Boeing's long-term prospects despite ongoing industry challenges. The move suggests Nations Financial Group sees value in Boeing's stock at current levels, potentially indicating broader optimism for the aerospace company's future.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69e0ce882d1ef.jpg,National Today,General,National Today,"[{'topic': 'financial_markets', 'relevance_score': '0.933396'}, {'topic': 'manufacturing', 'relevance_score': '0.724416'}, {'topic': 'finance', 'relevance_score': '0.627711'}, {'topic': 'energy_transportation', 'relevance_score': '0.609842'}]",0.135395,Neutral,"[{'ticker': 'BA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.444542', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.639495', 'ticker_sentiment_score': '0.141418', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WY', 'relevance_score': '0.625006', 'ticker_sentiment_score': '-0.126611', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Oracle jumps as it expands AWS deal for multicloud networking (ORCL:NYSE),https://seekingalpha.com/news/4575663-oracle-jumps-as-it-expands-aws-deal-for-multicloud-networking,2026-04-16 12:13:14,['Chris Ciaccia'],Oracle's shares rose over 4% in premarket trading after the company announced an expanded deal with Amazon Web Services (AWS) for multicloud networking. This collaboration aims to enhance their offerings in the multicloud space. Amazon's shares showed little change following the news.,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1261350454/image_1261350454.jpg?io=getty-c-w630,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'financial_markets', 'relevance_score': '0.919868'}, {'topic': 'technology', 'relevance_score': '0.825843'}]",0.254353,Somewhat-Bullish,"[{'ticker': 'ORCL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.430235', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.729924', 'ticker_sentiment_score': '0.149582', 'ticker_sentiment_label': 'Neutral'}]",AMZN
"Stellantis, Microsoft sign five-year partnership for AI push",https://ca.news.yahoo.com/stellantis-microsoft-sign-five-partnership-120212213.html,2026-04-16 12:02:00,['Reuters'],"Stellantis and Microsoft have entered a five-year strategic partnership to co-develop capabilities in artificial intelligence (AI), cybersecurity, and engineering. This collaboration aims to accelerate Stellantis's AI integration across its operations and enhance its software and data-driven services to compete with technology-focused rivals. The agreement will involve over 100 AI initiatives, strengthen the automaker's global cyber defense, and accelerate the modernization of its IT infrastructure on Microsoft's Azure cloud platform.",https://s.yimg.com/ny/api/res/1.2/aln2kjQvGSBcYcdbYIIAtg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyNDI7aD02OTk7Y2Y9d2VicA--/https://media.zenfs.com/en/reuters.com/e5f78dcb295ae3d571b9272c7f0f1c00,Yahoo News Canada,General,Yahoo News Canada,"[{'topic': 'manufacturing', 'relevance_score': '0.922963'}, {'topic': 'technology', 'relevance_score': '0.922144'}, {'topic': 'energy_transportation', 'relevance_score': '0.831846'}]",0.156408,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.431976', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.634584', 'ticker_sentiment_score': '-0.187343', 'ticker_sentiment_label': 'Somewhat-Bearish'}]",AMZN
Moody’s puts AI credit memo workflow in AWS software marketplace,https://www.stocktitan.net/news/MCO/moody-s-agentic-solutions-now-available-in-aws-hgb1ssfp0spj.html,2026-04-16 11:59:59,[],"Moody's Corporation has made its AI-powered Credit Memo workflow available in AWS Marketplace, aiming to integrate its decision-grade intelligence directly into credit workflows for financial institutions. This solution, part of Moody's Agentic Solutions (MAS), automates and standardizes the creation of credit memos, leveraging Moody's proprietary data and risk insights. The move is intended to help customers accelerate decision-making while maintaining rigor and transparency, particularly in regulated environments.",,Stock Titan,General,Stock Titan,"[{'topic': 'finance', 'relevance_score': '0.948296'}, {'topic': 'technology', 'relevance_score': '0.822594'}]",0.282011,Somewhat-Bullish,"[{'ticker': 'MCO', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.340839', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.700608', 'ticker_sentiment_score': '0.271081', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"Remitly Director Sells $214,560 in Stock",https://nationaltoday.com/us/wa/seattle/news/2026/04/16/remitly-director-sells-214-560-in-stock/,2026-04-16 11:09:36,[],"Remitly Global, Inc. Director Joshua Hug sold 12,000 shares of the company's stock for $214,560.00 on April 14th, reducing his stake by 0.34%. This transaction, executed under a Rule 10b5-1 trading plan, is one of several recent sales by Hug. The sale suggests some caution from a key director, and investors should consider this alongside Remitly's financial performance and industry trends.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69e0b8d792170.jpg,National Today,General,National Today,"[{'topic': 'finance', 'relevance_score': '0.905823'}, {'topic': 'financial_markets', 'relevance_score': '0.839974'}, {'topic': 'earnings', 'relevance_score': '0.701716'}]",0.119748,Neutral,"[{'ticker': 'RELY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.214725', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.619405', 'ticker_sentiment_score': '0.316939', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BA', 'relevance_score': '0.633096', 'ticker_sentiment_score': '0.348237', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WY', 'relevance_score': '0.638921', 'ticker_sentiment_score': '-0.136563', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Freight stocks lead Jacksonville market in overall down quarter,https://www.jaxdailyrecord.com/news/2026/apr/16/freight-stocks-lead-jacksonville-market-in-overall-down-quarter/,2026-04-16 09:07:23,['Mark Basch'],"Despite a weak freight market and an overall down quarter for stocks, Jacksonville-based freight haulers CSX Corp. and Landstar System Inc. both saw significant gains in the first quarter of 2026, rising 13% and 12% respectively. This performance was attributed by a Morgan Stanley analyst to transportation stocks being seen as a defensive play in a volatile market. The article also covers updates on other Jacksonville companies, including Rayonier Advanced Materials, FRP Holdings, Fortegra Group, and Tapestry Inc., along with Forbes' list inclusions for Shad Khan and Wayne Weaver.",https://media.yourobserver.com/img/photos/2026/04/15/basch-art_t1100.jpg?31a214c4405663fd4bc7e33e8c8cedcc07d61559,Jacksonville Daily Record,General,Jacksonville Daily Record,"[{'topic': 'earnings', 'relevance_score': '0.935181'}, {'topic': 'financial_markets', 'relevance_score': '0.803267'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.720136'}, {'topic': 'energy_transportation', 'relevance_score': '0.741404'}, {'topic': 'real_estate', 'relevance_score': '0.636640'}]",0.109082,Neutral,"[{'ticker': 'CSX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.133084', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NSC', 'relevance_score': '0.810625', 'ticker_sentiment_score': '-0.100796', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.608594', 'ticker_sentiment_score': '0.125946', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TPR', 'relevance_score': '0.840667', 'ticker_sentiment_score': '0.225714', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Amazon Found a Quiet New Way to Squeeze Sellers Without Raising a Single Fee,https://www.inc.com/jason-aten/amazon-found-a-quiet-new-way-to-squeeze-sellers-without-raising-a-single-fee/91331868,2026-04-16 09:06:29,['JASON ATEN'],"Amazon sellers are protesting a new 3.5% fuel surcharge, but the author argues that a more significant change is Amazon's decision to stop allowing some sellers to pay for advertising with credit cards. This change forces sellers to have ad costs deducted directly from earnings, eliminating their ability to float expenses and earn credit card rewards, thereby significantly impacting their cash flow and margins.","https://img-cdn.inc.com/image/upload/f_webp,c_fit,w_1920,q_auto/vip/2026/04/amazon_logo_sellers.jpg",www.inc.com,General,www.inc.com,"[{'topic': 'retail_wholesale', 'relevance_score': '0.818389'}, {'topic': 'technology', 'relevance_score': '0.700155'}]",-0.27134,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.427881', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AXP', 'relevance_score': '0.646407', 'ticker_sentiment_score': '-0.142580', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Dewsbury RXO warehouse workers ‘betrayed’ during site closure despite decades of service,https://www.unitetheunion.org/news-events/news/2026/april/dewsbury-rxo-warehouse-workers-betrayed-during-site-closure-despite-decades-of-service,2026-04-16 08:09:39,[],"Dewsbury RXO warehouse workers, some with over 30 years of service, are facing statutory minimum redundancy terms as the company closes its Shawcross warehouse. Unite the union, led by general secretary Sharon Graham, is protesting this ""corporate greed,"" noting that HGV drivers are receiving enhanced packages while other staff are not, despite RXO previously offering enhanced terms to non-drivers. The union is pressuring RXO and its clients like Tesco, Argos, and John Lewis to provide fair severance.",https://www.unitetheunion.org/media/2595/0000203-warehous9ing.jpg?width=1200&height=422&v=1db81f8a2a311b0,Unite the Union,General,Unite the Union,"[{'topic': 'retail_wholesale', 'relevance_score': '0.829422'}, {'topic': 'manufacturing', 'relevance_score': '0.629279'}, {'topic': 'economy_macro', 'relevance_score': '0.642810'}]",-0.124884,Neutral,"[{'ticker': 'RXO', 'relevance_score': '0.308504', 'ticker_sentiment_score': '0.042915', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.743957', 'ticker_sentiment_score': '-0.231219', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.621646', 'ticker_sentiment_score': '-0.122530', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Microsoft will help Stellantis integrate AI across carmaker's operations,https://www.detroitnews.com/story/business/autos/chrysler/2026/04/16/microsoft-will-help-stellantis-integrate-ai-across-carmakers-operations/89632958007/,2026-04-16 08:02:00,['Luke Ramseth'],"Stellantis and Microsoft Corp. have signed a five-year deal to integrate artificial intelligence across various carmaker divisions. This collaboration will focus on over 100 AI initiatives spanning sales, customer care, and operations, aiming to improve product development, predict maintenance needs, and accelerate the deployment of new digital features in vehicles. Additionally, the companies will establish a ""cyber defense center"" and modernize Stellantis's cloud computing infrastructure, equipping employees with new Microsoft AI tools to boost productivity.",https://www.detroitnews.com/gcdn/presto/2021/01/19/PDTN/1d0de31d-0109-43b6-b16a-4e9039863d0f-Stellantis-2.jpg?width=660&height=430&fit=crop&format=pjpg&auto=webp,The Detroit News,General,The Detroit News,"[{'topic': 'manufacturing', 'relevance_score': '0.726050'}, {'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.707459'}, {'topic': 'finance', 'relevance_score': '0.605668'}]",0.19104,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.428662', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.643036', 'ticker_sentiment_score': '0.135869', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.628578', 'ticker_sentiment_score': '0.123306', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.609442', 'ticker_sentiment_score': '0.125077', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Arta Finance Wealth Management Boosts Amazon Stake,https://nationaltoday.com/us/wa/seattle/news/2026/04/16/arta-finance-wealth-management-boosts-amazon-stake/,2026-04-16 07:20:00,[],"Arta Finance Wealth Management LLC acquired 32,211 shares of Amazon.com, Inc. (NASDAQ:AMZN) in the fourth quarter of 2025, valuing the new position at approximately $7.4 million. This investment makes Amazon the 11th largest holding in Arta Finance's portfolio, reflecting strong institutional confidence in Amazon's long-term growth prospects despite a challenging macroeconomic environment. The move highlights Amazon's enduring appeal as a key stock for firms seeking exposure to the digital economy.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69e0964b83bea.jpg,National Today,General,National Today,"[{'topic': 'financial_markets', 'relevance_score': '0.942087'}, {'topic': 'finance', 'relevance_score': '0.829989'}, {'topic': 'technology', 'relevance_score': '0.736237'}, {'topic': 'retail_wholesale', 'relevance_score': '0.642216'}, {'topic': 'economy_macro', 'relevance_score': '0.613712'}]",0.385201,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.427598', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CRM', 'relevance_score': '0.615075', 'ticker_sentiment_score': '0.342510', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Earnings To Watch: Fifth Third Bancorp (FITB) Reports Q1 Results Tomorrow,https://stockstory.org/us/stocks/nasdaq/fitb/news/earnings/earnings-to-watch-fifth-third-bancorp-fitb-reports-q1-results-tomorrow,2026-04-16 03:07:42,['Jabin Bastian'],Fifth Third Bancorp (FITB) is set to report its Q1 results on Friday. Analysts anticipate a 32.2% year-on-year revenue growth. The company previously met revenue expectations but had mixed results on other metrics and has generally reconfirmed estimates for the upcoming quarter.,https://stockstory.org/stockstory/company-image/FITB?size=1000x500,StockStory,General,StockStory,"[{'topic': 'earnings', 'relevance_score': '0.901923'}, {'topic': 'finance', 'relevance_score': '0.744555'}, {'topic': 'financial_markets', 'relevance_score': '0.601355'}]",0.245531,Somewhat-Bullish,"[{'ticker': 'FITB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.255246', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.625957', 'ticker_sentiment_score': '0.234310', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.632865', 'ticker_sentiment_score': '0.218937', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.646301', 'ticker_sentiment_score': '0.205150', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Nvidia-Heavy CARK ETF Jumps as Trading Volume Soars,https://www.tipranks.com/news/analysts/nvidia-heavy-cark-etf-jumps-as-trading-volume-soars,2026-04-16 02:40:08,['TipRanks ETF Auto-Generated Newsdesk'],"The CastleArk Large Growth ETF (CARK), heavily weighted with Nvidia and other AI-focused tech giants, experienced a trading volume 25 times higher than its daily average. The fund's primary holdings, including Nvidia, Alphabet, Microsoft, and Amazon, are all seeing significant attention due to AI-driven growth, regulatory discussions, or positive analyst reports. These companies are actively involved in AI advancements, prompting strong demand for chips, new features, and infrastructure investments.",https://blog.tipranks.com/wp-content/uploads/2025/06/44fb8a3052b6c0a8d8b92ff908ed7d7b-750x406.png,TipRanks,General,TipRanks,"[{'topic': 'financial_markets', 'relevance_score': '0.928063'}, {'topic': 'technology', 'relevance_score': '0.838690'}, {'topic': 'life_sciences', 'relevance_score': '0.644402'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.626690'}]",0.398753,Bullish,"[{'ticker': 'CARK', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.524540', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.946333', 'ticker_sentiment_score': '0.466535', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.721544', 'ticker_sentiment_score': '0.308954', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.650424', 'ticker_sentiment_score': '0.361183', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.639354', 'ticker_sentiment_score': '0.342409', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Should You Invest in the Vanguard Consumer Discretionary Index Fund ETF Shares (VCR)?,https://www.easternprogress.com/should-you-invest-in-the-vanguard-consumer-discretionary-index-fund-etf-shares-vcr/article_40ae1b26-b7a1-5bf8-9f80-5ff2f8c1b0f3.html,2026-04-15 23:38:38,['Zacks Equity Research'],"The article evaluates the Vanguard Consumer Discretionary Index Fund ETF Shares (VCR), highlighting its passive management, low expense ratio (0.09%), and significant holdings in companies like Amazon and Tesla. It notes the ETF's performance, risk profile, and suggests alternative ETFs for investors interested in the Consumer Discretionary sector. VCR holds a Zacks ETF Rank of 3 (Hold), making it a good option despite recent losses, balancing diversification with sector-specific exposure.",,Eastern Progress,General,Eastern Progress,"[{'topic': 'financial_markets', 'relevance_score': '0.905183'}, {'topic': 'retail_wholesale', 'relevance_score': '0.805504'}, {'topic': 'finance', 'relevance_score': '0.741017'}]",0.136307,Neutral,"[{'ticker': 'VCR', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.245196', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.738827', 'ticker_sentiment_score': '0.101810', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.614208', 'ticker_sentiment_score': '0.131279', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HD', 'relevance_score': '0.637189', 'ticker_sentiment_score': '0.119037', 'ticker_sentiment_label': 'Neutral'}]",AMZN
DTCC makes public cloud move with AWS and Microsoft,https://www.finextra.com/newsarticle/47585/dtcc-makes-public-cloud-move-with-aws-and-microsoft,2026-04-15 23:02:10,[],"The Depository Trust & Clearing Corporation (DTCC) is partnering with AWS and Microsoft to migrate its core market and digital market infrastructure to the public cloud. This initiative aims to modernize core clearance and settlement systems and risk applications, enhancing operational resilience and supporting the adoption of advanced AI capabilities. DTCC will use AWS for its core systems and expand its partnership with Microsoft for its digital assets business, including migrating Digital Launchpad to Azure.",https://www.finextra.com/finextra-images/top_pics/xxl/original.jpg,Finextra Research,General,Finextra Research,"[{'topic': 'finance', 'relevance_score': '0.812897'}, {'topic': 'technology', 'relevance_score': '0.748994'}, {'topic': 'financial_markets', 'relevance_score': '0.649013'}]",0.282552,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.939462', 'ticker_sentiment_score': '0.339226', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.725183', 'ticker_sentiment_score': '0.296399', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
5 Best Healthcare Stocks to Buy and Hold for 3 Years,https://www.insidermonkey.com/blog/5-best-healthcare-stocks-to-buy-and-hold-for-3-years-1738973/?amp=1,2026-04-15 22:51:00,['Laiba Immad'],"This article lists the top 5 best healthcare stocks to buy and hold for three years, beginning with Zimmer Biomet Holdings, Inc. It details the company's recent executive appointment and the initiation of research coverage by Leerink Partners. The article also includes a promotional section about an ""AI Hype"" stock opportunity.",,Insider Monkey,General,Insider Monkey,"[{'topic': 'life_sciences', 'relevance_score': '0.906883'}, {'topic': 'financial_markets', 'relevance_score': '0.846020'}, {'topic': 'technology', 'relevance_score': '0.747865'}]",0.256956,Somewhat-Bullish,"[{'ticker': 'ZBH', 'relevance_score': '0.906919', 'ticker_sentiment_score': '0.189104', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.636667', 'ticker_sentiment_score': '0.310534', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.569603', 'ticker_sentiment_score': '0.270321', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.569812', 'ticker_sentiment_score': '0.272369', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.572870', 'ticker_sentiment_score': '0.267261', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Globalstar VP Clary sells $322k in shares,https://www.investing.com/news/insider-trading-news/globalstar-vp-clary-sells-322k-in-shares-93CH-4616781,2026-04-15 21:40:07,['Investing.com'],"Globalstar's VP & Chief Financial Officer, Rebecca Clary, sold 4,037 shares of company stock for approximately $322,354 on April 15, 2026. This transaction follows her acquisition of 9,524 shares the previous day due to a performance share award vesting. The company recently reported mixed Q4 2025 earnings, beating revenue expectations but missing EPS forecasts, and is reportedly in advanced acquisition talks with Amazon.",https://i-invdn-com.investing.com/news/amazon_800x533_L_1411373482.jpg,Investing.com,General,Investing.com,"[{'topic': 'earnings', 'relevance_score': '0.949508'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.825720'}, {'topic': 'financial_markets', 'relevance_score': '0.914872'}, {'topic': 'technology', 'relevance_score': '0.707195'}, {'topic': 'finance', 'relevance_score': '0.602463'}]",0.25483,Somewhat-Bullish,"[{'ticker': 'GSAT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.221943', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.730630', 'ticker_sentiment_score': '0.317456', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
